inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,a2c38f67-ef8c-4467-879b-42d3160b6901,None,None,None,0.0,0,0,Risk_Adding_Assessment_4236024,50,0,0,0.0,None,Under Review,None,None,None,0.0,6de9b5f1-fc62-4c64-8fb8-6e5c914d5394,Template__4236024,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:19:47.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:19:49.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:40.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.716+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/a2c38f67-ef8c-4467-879b-42d3160b6901,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,Test Desc,0,89111fc6-2187-4c4e-b473-012dce28f500,None,None,None,0.0,0,0,automation_assessment_59984_19032026,82,0,0,0.0,None,Completed,None,None,None,0.0,c031b52c-0464-4206-8a60-bce8cb7e6f05,automation_template_59984_19032026,0,0,2026-03-19T09:28:49.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,2026-03-19T09:25:44.000+00:00,2026-03-19,2026,March,03,Quarter 1,2026-03-19T09:25:43.000+00:00,2026-03-19,2026,March,03,Quarter 1,OneTrust Automation,,Approved,Approved,Approved,Active,Active,Active,2026-03-19T09:27:52.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:36.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.548+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,0.0021412037037037038,Achieved,https://Assessment/Assessment/89111fc6-2187-4c4e-b473-012dce28f500,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,0
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,061f0dc5-4959-4b87-9485-38f05008c09c,None,None,None,0.0,0,0,automation_assessment_8895653,84,0,0,0.0,None,Under Review,None,None,None,0.0,d74bc881-d802-4b0c-94b4-4fdb31d37fcc,automation_template_8895653,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:26:04.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:26:05.000+00:00,2026-03-19,2026,March,03,Quarter 1,ITRM,1,,,2026-03-24T06:29:39.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.573+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/061f0dc5-4959-4b87-9485-38f05008c09c,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,4e6218d0-2f94-4be3-9f05-9699ed5acd8e,None,None,None,0.0,0,0,automation_project_33958_6947335,96,0,0,0.0,None,Under Review,None,None,None,0.0,53d850c0-13bb-474a-8ba5-95e4471f742c,automation_template_33958_6947335,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:28:16.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:28:17.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:37.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.540+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/4e6218d0-2f94-4be3-9f05-9699ed5acd8e,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,7ca54638-f51e-4587-a1e8-b3bf0ff07d47,None,None,None,0.0,0,0,Automated_Assessment_783923,83,1,0,0.0,None,Under Review,None,None,None,0.0,ef04f329-ef56-4639-bdbd-b9ba74d25fdc,Template_783923,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:26:03.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:26:04.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:38.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.660+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/7ca54638-f51e-4587-a1e8-b3bf0ff07d47,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,82553d7f-3e2c-416a-a092-c8ac021510a4,None,None,None,0.0,0,0,Automated_Assessment_01_4741_19032026,93,0,0,0.0,None,Under Review,None,None,None,0.0,6532e177-76c6-400c-b4ec-70883700adf9,Template_4741_19032026,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:27:57.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:27:59.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:38.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.553+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/82553d7f-3e2c-416a-a092-c8ac021510a4,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,fc8d4ace-8303-4254-813e-5c2eaf649775,None,None,None,0.0,0,0,Risk_Adding_Assessment_39967_3523025,101,0,0,0.0,None,Under Review,None,None,None,0.0,fad13e8d-ef32-48f1-95cd-aebd1ab80f8f,Template_39967_3523025,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:29:28.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:29:29.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:35.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.525+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/fc8d4ace-8303-4254-813e-5c2eaf649775,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,1793f75c-34c8-48c1-9e3f-853b6dabb6c5,None,None,None,0.0,0,0,Risk_Assessment_9964889,72,0,0,0.0,None,Under Review,None,None,None,0.0,9ca205b3-1c3c-4dd1-ab8d-5bb5186f53c3,Template_9964889,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:23:38.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:23:39.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:39.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.607+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/1793f75c-34c8-48c1-9e3f-853b6dabb6c5,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,47127be2-f129-460d-883c-2ab6d0b799f6,None,None,None,0.0,0,0,Automated_Assessment_02_4741_19032026,94,0,0,0.0,None,Under Review,None,None,None,0.0,6532e177-76c6-400c-b4ec-70883700adf9,Template_4741_19032026,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:28:06.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:28:07.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:29:38.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:29:57.532+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/47127be2-f129-460d-883c-2ab6d0b799f6,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,04f0775d-e0f4-4e4b-a335-a571a6f11ef2,None,None,None,0.0,0,0,Inventory_Assessment_5395108,26,0,0,0.0,None,Completed,None,None,None,0.0,a49f0d3f-4b32-453b-8050-eef77688ce75,Inventory_01_Template_5395108,0,0,2026-03-19T09:16:42.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,2026-03-19T09:16:08.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,Approved,Approved,Approved,Active,Active,Active,2026-03-19T09:16:19.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:58:22.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:58:40.000+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,0.0003935185185185185,Achieved,https://Assessment/Assessment/04f0775d-e0f4-4e4b-a335-a571a6f11ef2,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,0
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,85fa8076-4f46-43f0-b4a3-7ee8362b6437,None,None,None,0.0,0,0,automation_project_33958_1457640,4,0,0,0.0,None,Under Review,None,None,None,0.0,f2aad271-8f21-4046-abf4-c48a8c27a4a6,automation_template_33958_1457640,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:12:52.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:12:57.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T06:58:22.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T13:58:39.866+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/85fa8076-4f46-43f0-b4a3-7ee8362b6437,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,9a8e1f46-f9d5-4ba0-a650-872f2a4edf2e,None,None,None,0.0,0,0,Inventory_01_Assessment_5395108,29,0,0,0.0,None,Under Review,None,None,None,0.0,a49f0d3f-4b32-453b-8050-eef77688ce75,Inventory_01_Template_5395108,0,0,,,,,,,Under Review,UnderReview,UnderReview,2026-03-19T09:16:43.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,2026-03-19T09:16:55.000+00:00,2026-03-19,2026,March,03,Quarter 1,PIA,1,,,2026-03-24T07:32:57.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T14:33:40.137+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/9a8e1f46-f9d5-4ba0-a650-872f2a4edf2e,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,125
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,f15d2f2d-a1b5-40dc-a429-cd0537cf6380,None,None,None,0.0,0,0,automated_assessment_6696087,1584,0,0,0.0,None,Not Started,None,None,None,0.0,b16ede5a-37da-4aa1-8bf7-b7d4a812ff28,Template_6696087,0,0,,,,,,,,,,2026-03-24T08:21:53.000+00:00,2026-03-24,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,,,,,,,PIA,1,,,2026-03-24T08:21:53.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T15:22:28.143+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/f15d2f2d-a1b5-40dc-a429-cd0537cf6380,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,120
OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,0,7e101668-6972-4d45-a6b4-72f5ade47df4,None,None,None,0.0,0,0,automated_assessment_6576986,1585,0,0,0.0,None,Not Started,None,None,None,0.0,c11d9cf3-7d2c-4342-9db6-8e72b4779083,Template_6576986,0,0,,,,,,,,,,2026-03-24T09:25:02.000+00:00,2026-03-24,2026,March,03,Quarter 1,,,,,,,OneTrust Automation,,,,,Active,Active,Active,,,,,,,PIA,1,,,2026-03-24T09:25:02.000+00:00,2026-03-24,2026,March,03,Quarter 1,2026-03-24T16:25:29.637+00:00,2026-03-24,2026,March,03,Quarter 1,ASSESSMENT,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,America/Mazatlan,,Achieved,https://Assessment/Assessment/7e101668-6972-4d45-a6b4-72f5ade47df4,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,120
