schema,table,column_name,data_type,row_count,ndv,null_count,non_null_count,min_val,max_val,error
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDateMonth,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-19-20260727.150520.504: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:21.565425+05:30"", grpc_status:13, grpc_message:""Q348855-19-20260727.150520.504: \tDatetime pattern did not match: 0""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-20-20260727.150521.711: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:22.767611+05:30"", grpc_status:13, grpc_message:""Q348855-20-20260727.150521.711: \tDatetime pattern did not match: 0""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-21-20260727.150522.915: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:24.000842+05:30"", grpc_status:13, grpc_message:""Q348855-21-20260727.150522.915: \tDatetime pattern did not match: Zero""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDateMonthNumber,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-22-20260727.150524.146: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-22-20260727.150524.146: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:25.24965+05:30""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-23-20260727.150525.397: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:26.505591+05:30"", grpc_status:13, grpc_message:""Q348855-23-20260727.150525.397: \tDatetime pattern did not match: 0""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-24-20260727.150526.655: 	Datetime pattern did not match: Yes""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:27.704712+05:30"", grpc_status:13, grpc_message:""Q348855-24-20260727.150526.655: \tDatetime pattern did not match: Yes""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDateQuarter,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-25-20260727.150527.851: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:28.914996+05:30"", grpc_status:13, grpc_message:""Q348855-25-20260727.150527.851: \tDatetime pattern did not match: 0""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-26-20260727.150529.060: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:30.186591+05:30"", grpc_status:13, grpc_message:""Q348855-26-20260727.150529.060: \tDatetime pattern did not match: Zero""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-27-20260727.150530.333: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:31.451197+05:30"", grpc_status:13, grpc_message:""Q348855-27-20260727.150530.333: \tDatetime pattern did not match: 0""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDateTime,timestamp,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-28-20260727.150531.598: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-28-20260727.150531.598: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:32.73508+05:30""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-29-20260727.150532.881: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-29-20260727.150532.881: \tDatetime pattern did not match: Zero"", grpc_status:13, created_time:""2026-07-27T20:35:34.029928+05:30""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-30-20260727.150534.175: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-30-20260727.150534.175: \tDatetime pattern did not match: Zero"", grpc_status:13, created_time:""2026-07-27T20:35:35.344294+05:30""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDTDate,date,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-31-20260727.150535.509: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-31-20260727.150535.509: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:36.596862+05:30""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-32-20260727.150536.743: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:37.835933+05:30"", grpc_status:13, grpc_message:""Q348855-32-20260727.150536.743: \tDatetime pattern did not match: 0""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-33-20260727.150537.982: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:39.106629+05:30"", grpc_status:13, grpc_message:""Q348855-33-20260727.150537.982: \tDatetime pattern did not match: Zero""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDTDateYear,int,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-34-20260727.150539.252: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:40.323206+05:30"", grpc_status:13, grpc_message:""Q348855-34-20260727.150539.252: \tDatetime pattern did not match: 0""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-35-20260727.150540.468: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:41.576703+05:30"", grpc_status:13, grpc_message:""Q348855-35-20260727.150540.468: \tDatetime pattern did not match: 0""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-36-20260727.150541.723: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-36-20260727.150541.723: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:42.832695+05:30""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDTDateMonth,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-37-20260727.150542.978: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:44.0899+05:30"", grpc_status:13, grpc_message:""Q348855-37-20260727.150542.978: \tDatetime pattern did not match: 0""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-38-20260727.150544.236: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-38-20260727.150544.236: \tDatetime pattern did not match: Zero"", grpc_status:13, created_time:""2026-07-27T20:35:45.33321+05:30""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-39-20260727.150545.479: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-39-20260727.150545.479: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:46.533259+05:30""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDTDateMonthNumber,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-40-20260727.150546.679: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:47.711426+05:30"", grpc_status:13, grpc_message:""Q348855-40-20260727.150546.679: \tDatetime pattern did not match: Zero""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-41-20260727.150547.857: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:48.89426+05:30"", grpc_status:13, grpc_message:""Q348855-41-20260727.150547.857: \tDatetime pattern did not match: 0""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-42-20260727.150549.041: 	Datetime pattern did not match: Zero""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:50.080832+05:30"", grpc_status:13, grpc_message:""Q348855-42-20260727.150549.041: \tDatetime pattern did not match: Zero""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueDTDateQuarter,string,1350650,,,,,,"min/max with CAST failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-43-20260727.150550.226: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-07-27T20:35:51.285083+05:30"", grpc_status:13, grpc_message:""Q348855-43-20260727.150550.226: \tDatetime pattern did not match: 0""}""
>; raw MIN/MAX also failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-44-20260727.150551.431: 	Datetime pattern did not match: 0""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-44-20260727.150551.431: \tDatetime pattern did not match: 0"", grpc_status:13, created_time:""2026-07-27T20:35:52.477598+05:30""}""
>; fallback failed: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.INTERNAL
	details = ""Q348855-45-20260727.150552.624: 	Datetime pattern did not match: Yes""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Q348855-45-20260727.150552.624: \tDatetime pattern did not match: Yes"", grpc_status:13, created_time:""2026-07-27T20:35:53.649788+05:30""}""
>"
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueID,string,1350650,13,0.0,1350650,0,e72f8530-513c-4f14-a81b-73ed1b320c5c,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskAttributeValueTranslationKey,string,1350650,13,0.0,1350650,0,OneTrustApp.RM.Risk.Attributes.a0755be7-385f-4f65-973c-1c396f1dbfb6,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,riskURL,string,1350650,1078,0.0,1350650,https://Risk/Risk/0019b168-aa50-45eb-8ef6-99ba53da1d60,https://Risk/Risk/ffcd43e0-1303-4dd4-8a4c-f977a6560ac0,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,timeZoneID,string,1350650,595,0.0,1350650,Africa/Abidjan,Zulu,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,orgID,string,1350650,2,0.0,1350650,6b055818-7a4a-497c-a9ba-407530f4a17d,b99df4a4-2bf5-4c08-9483-bd636470bc11,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,orgName,string,1350650,2,0.0,1350650,OTAuto02,asset_org_1,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_riskattributevalue_v3,parentOrgID,string,1350650,2,0.0,1350650,6b055818-7a4a-497c-a9ba-407530f4a17d,b99df4a4-2bf5-4c08-9483-bd636470bc11,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,entityTypeReference,string,4153100,40,0.0,4153100,Audit,tpdd-screening-usage,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,entityId,string,4153100,6970,0.0,4153100,000dbcd2-758d-4c10-a277-b061f15376c9,ffff3e91-d613-4627-914f-97d8276924a0,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,entityNumber,bigint,4153100,745,2879800.0,1273300,1,1233,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,entityName,string,4153100,2738,2288965.0,1864135,,with_all_control_TC306357689,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,stageId,string,4153100,94,3643780.0,509320,018ed464-9b85-4aab-afd1-517e00917911,ffffe3a7-3693-4f51-8f2c-0a01c308b2b2,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,workflowId,string,4153100,90,3643780.0,509320,002b2d18-d6ea-4a14-bb6d-9e2a6f8edc24,ff7e73eb-2754-4d7e-a861-9f9de88bd37e,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,workflow,string,4153100,97,3643780.0,509320,0add51d9-850f-4c6b-98de-df1c342c6904,workflow_9887224,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,stage,string,4153100,36,3643780.0,509320,06da0c0e-7b4a-497f-a540-f6000e1ac6c9,stage_7004672,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdBy,string,4153100,90,395675.0,3757425,Admin_3218801 CustomUser,projectowner user,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedBy,string,4153100,95,435540.0,3717560,Admin_3218801 CustomUser,projectowner user,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdDateTime,timestamp,4153100,80492,42840.0,4110260,2026-03-15T18:57:16.940+00:00,2026-04-06T21:10:52.083+00:00,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdDate,date,4153100,21,42840.0,4110260,2026-03-15,2026-04-06,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdYear,int,4153100,1,42840.0,4110260,2026,2026,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdMonth,string,4153100,2,42840.0,4110260,April,March,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdMonthNumber,string,4153100,2,42840.0,4110260,03,04,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdQuarter,string,4153100,2,42840.0,4110260,Quarter 1,Quarter 2,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedDateTime,timestamp,4153100,89698,0.0,4153100,2026-03-15T18:57:16.940+00:00,2026-04-06T21:10:52.083+00:00,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedDate,date,4153100,22,0.0,4153100,2026-03-15,2026-04-06,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedYear,int,4153100,1,0.0,4153100,2026,2026,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedMonth,string,4153100,2,0.0,4153100,April,March,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedMonthNumber,string,4153100,2,0.0,4153100,03,04,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,updatedQuarter,string,4153100,2,0.0,4153100,Quarter 1,Quarter 2,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,timeZoneID,string,4153100,595,0.0,4153100,Africa/Abidjan,Zulu,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,orgId,string,4153100,21,550375.0,3602725,066fad65-3e7c-454c-aa26-27c4e61e8cc4,ffda898d-92b3-4460-a04d-2da0f46382ff,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,orgName,string,4153100,1,656285.0,3496815,OTAuto02,OTAuto02,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,parentOrgID,string,4153100,1,656285.0,3496815,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,entity_v3,createdByUserEmail,string,4153100,92,395675.0,3757425,COMP_User_4536582@svc.onetrust.com,svc-otautotenant-qe+02@svc.onetrust.com,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentName,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentNumber,int,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentQuestionID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,questionID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,questionType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentQuestion,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,rawResponse,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,response,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseNumeric,decimal,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimestamp,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimeStampDate,date,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimeStampYear,int,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimestampMonth,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimestampMonthNumber,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseTimestampQuarter,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseDate,date,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseYear,int,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseMonth,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseMonthNumber,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseQuarter,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,responseValueID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,assessmentURL,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,orgName,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,orgID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,parentOrgID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_assessmentquestionresponseexploded,timeZoneID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeID,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeName,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValue,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueNumeric,decimal,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDate,date,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDateYear,int,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDateMonth,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDateMonthNumber,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDateQuarter,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_controlimplementationattributevalue_v3,controlAttributeValueDateTime,timestamp,0,0,,0,,,
